status_id,screen_name,text
843623406549549056,lopezobrador_,"Respeto las Fuerzas Armadas; los soldados son pueblo uniformado, cuando triunfemos utilizará Ejército para reprimir pueblo."
844018932679938049,lopezobrador_,San Francisco Supervisora Ronen dijo que presentará mañana iniciativa para contratar aquí empresas que participen del muro
844372949125672960,lopezobrador_,"Ojalá detengan construcción del nuevo aeropuerto, faraónica, costosísima, antiecológica, técnicamente inviable huele corrupción."
844641022055452674,lopezobrador_,"entristece fallecimiento Martha Pérez Bejarano, secretaria Desarrollo Social cuando fuí Jefe Gobierno. Abrazo familiares."
844962629324034049,lopezobrador_,"Yunes tuvo que quitar contralor Duarte candidato Pánuco, pero mantiene hijo candidato Veracruz. Mientras MORENA bien"
845441594719453184,lopezobrador_,gobernador impuso hijo candidato del PAN presidente municipal Veracruz. Como los Moreira los Calderón. Corruptos cínicos
845832677638864896,lopezobrador_,"Veracruz, enteré que ayer EPN mandó Estado México Chong, Narro, Nuño Robles repartir migajas cambio votos. Ridículos."
846137810335776768,lopezobrador_,"Por Odebrecht investiga expresidentes varios países, aunque hubo sobornos México aquí PGR inicia proceso contra Calderón"
846459348545126400,lopezobrador_,"educación derecho, privilegio."
846913327183806464,lopezobrador_,Con Elenita Poniatowska concluimos primera gira defensa migrantes
847320102148030466,lopezobrador_,aprehensión del procurador Nayarit otra prueba corrupción del PRIAN. Pero todavía hay quienes quieren más mismo.
847659025260888066,lopezobrador_,"Diputados del PRI-PAN-PRD repartieron los nuevos consejeros del INE, uno para cada partido. enojan, pero ""neta"" son mafia."
847885942920798208,lopezobrador_,Estado México ganará dignidad del pueblo cochino dinero.
848234411287916544,lopezobrador_,dejemos mirar horizonte ideal alcanzar bienestar del pueblo. Sigamos caminando.Hagamos historia
848740567517351936,lopezobrador_,"Nayarit con Dr. Navarro enfrentamos PRI alianza promiscuidad política PAN-PRD-PT. sin embargo, MORENA triunfará."
849060862719426560,lopezobrador_,los Del Mazo las Josefinas les ganar maestra Delfina!
849440937596121089,lopezobrador_,Financiero con encuesta cuchareada terminó quitarse máscara mostró como realmente: instrumento Salinas Calderón.
849736367655530500,lopezobrador_,PGR gran alcahueta corrupción que impera México.
850160092028731392,lopezobrador_,"relación con ser respeto cooperación, pero seremos súbditos ningún poder extranjero. Justicia, dignidad soberanía."
850398709938405376,lopezobrador_,"Mis amigos Catemaco regalaron frasco loción amuleto para protegerme chombos, zopilotes, buitres gavilanes"
850872382415790080,lopezobrador_,"Porfirio privatizó trenes luego los estatizó, Salinas-EPN hacen mismo con los fertilizantes. Por ""billullo"""
851243209069965312,lopezobrador_,"firmó Monumento Revolución Ciudad México Acuerdo Unidad para Transformación del País, mañana subiré discurso"
851469243736612869,lopezobrador_,discurso ayer abordo varios temas con franqueza siempre
851798619523043328,lopezobrador_,"Indigna corrupción que impera México, pero peor impunidad"
852223230781816832,lopezobrador_,Este mensaje para radio fue censurado por Tribunal Electoral por órdenes EPN. Ayuda difundirlo redes sociales.
853439505919078401,lopezobrador_,fórmula para renacimiento México consiste cero corrupción impunidad; promover desarrollo garantizar bienestar seguridad
853673923074027521,lopezobrador_,"Detienen Duarte para simular que combaten corrupción. Pero pueblo conforma con chivos expiatorios, quiere caída del PRIAN."
854137335172259840,lopezobrador_,PRIAN funcionará maniobra detención Duarte. MORENA ganará las elecciones este año 2018
854496265320706048,lopezobrador_,"Josefina recordó aquello del que grita ¡al ladrón, ladrón! Presentó 3de3 omitió asunto los mil millones que recibió EPN."
854871687182991360,lopezobrador_,"poco mafia? Traicionan Elba Esther Duarte, autorizan secreto mil millones Josefina luego ellos mismos filtran."
855208727070298113,lopezobrador_,"Para Calderón, caricaturista Reforma: equivoques, que exonera tocayo mafia que defiendes"
855609939636703233,lopezobrador_,"Las casas los candidatos del PRI-PAN Coahuila, Riquelme Anaya, constituyen prueba plena, como dicen los abogados, que son malandros."
855903581521752064,lopezobrador_,"Ojalá Calderón, Peña Nieto Moreira aclaren este asunto. Prueba más del asqueroso corrupto contubernio del PRIAN"
856221599862804480,lopezobrador_,"Además corrupto, Calderón como sepulcro blanqueado. Dice hipócrita que exoneró Moreira. ¡Estoy buscando que crea!"
856592206211145728,lopezobrador_,Siempre hemos salido calumnia ilesos. Nuestro escudo protector honestidad
856900492018012162,lopezobrador_,Universal cambia: defendieron las petroleras extranjeras; ocultaron los muertos del siguen gacetilleros del régimen. Lástima
856956999061393408,lopezobrador_,obvio que Yunes Chong son los fontaneros del PRIAN;no deja ser penoso servilismo casi todos los medios
857391125526708228,lopezobrador_,"olvidan Salinas, Peña, Fox, Calderón, Yunes Chong que soy beisbolista. Miren jugada que les voy hacer los malandros política"
857777096612913152,lopezobrador_,"EPN recibió Yunes los videos Eva los billullos ""para ordenó Chong difundirlos. increíble tanta bajeza. Pero será safe"
858096098967080960,lopezobrador_,"Peña relájate. pasar nada, sólo les vamos ganar junio gente celebrar bailando ""despajito"""
858509946496929792,lopezobrador_,"""La familia unida"" PRIAN. banda malhechores que quiere dejar robar. ""La patria primero"". ""Me quiebro pero doblo"""
858862566415646720,lopezobrador_,"«Vamos súper que bien». Eso explica, aunque obviamente justifique, guerra sucia las amenazas."
859146996136988672,lopezobrador_,Hace unos días publicó artículo Monde hoy aparece otro Washington Post
859593896833290245,lopezobrador_,"Nayarit, derecha supuesta izquierda (PAN PRD), tienen mismo candidato; Estado México también, Alfredo Del Mazo."
859957589811048448,lopezobrador_,Nayar regiones muy pobres pagará maíz pesos frijol kilo. Por justicia dar opción ante cultivos prohibidos
860315535011008512,lopezobrador_,Por huachicol (la ordeña ductos robo oficial gasolina) fugan mil millones año duele que mueran soldados civiles.
861031484584476673,lopezobrador_,"Fieles Peña, Chong Yunes, los del INE prohibieron este mensaje que transmitía Veracruz. Ayúdanos difundirlo redes sociales."
861297583603372032,lopezobrador_,"une Tatiana Clouthier campaña maestra Delfina; llamamos definición dirigentes del PRD,"
861853694597484544,lopezobrador_,Fue día entrevistas. Les comparto que hizo Ciro Gómez Leyva Imagen
862330555995537410,lopezobrador_,Amor eterno Manuelita felicidades todas las mamitas.
862839930711678976,lopezobrador_,Procurador Cervantes: aclare estado que guardan las averiguaciones contra Yunes por enriquecimiento ilícito
863219322214371330,lopezobrador_,"abrieron universidades MORENA Oaxaca, son país. Habrá una cada municipio región México. Educación para todos."
863573212000473088,lopezobrador_,"Napoleón decía: ""Si crimen los delitos crecen, evidencia que miseria aumento que sociedad está mal gobernada"". Aplica."
863866709924470784,lopezobrador_,comparto entrevista que hizo Jorge Ramos Univisión
864109589893197824,lopezobrador_,"Este mayo avalamos propuesta maestra Delfina, candidata MORENA gobernadora Estado México."
864304630439784448,lopezobrador_,"EPN: Llama paz, deten guerra cambia fracasada estrategia seguridad. pesar por Javier otras víctimas irracional"
864574274656514052,lopezobrador_,"Aunque acusen mesianismo los mafia poder, que quieren dejar robar: compra del voto pecado social."
864851153447768068,lopezobrador_,"""Políticos"" traficantes influencia disfrazados empresarios roban hasta dinero las medicinas los hospitales públicos"
865250877409570817,lopezobrador_,"Ante reuniones promovidas por traficantes influencia con empresarios, donde nos comparan con Hugo Chávez Maduro"
865400179792334849,lopezobrador_,esperanza vota
865661259672305664,lopezobrador_,"presupuesto del Edomex 260 mmdp, sin corrupción austeridad, tapará fuga por robo que asciende más mil millones."
865973833370619907,lopezobrador_,"Los hipócritas del PAN engañan ingenuos. Dicen que encarcelarán Moreira, cuando Calderón exoneró por órdenes EPN. Sinvergüenzas"
866057476583546880,lopezobrador_,respuesta frente que anunciaron los dirigentes del PAN-PRD
866451711350767616,lopezobrador_,"EPN tiene todo gabinete metido Estado México: Chong, Narro, Nuño, etc. Mañana daré detalles sobre esta mapachada angora."
866692290366115840,lopezobrador_,"Corre voz. Ayuda, defiende voto, libertad dignidad. Evitemos fraude"
867061629611106307,lopezobrador_,"Tenemos autoridad para asegurar que nunca hemos entregado migajas cambio votos. que paga para llegar, sube para robar."
867160534889750529,lopezobrador_,"Está penetrando mensaje unidad con maestra Delfina, candidata MORENA, Estado México"
867502901127634944,lopezobrador_,Ayuden que haya democracia México Será una gran hazaña ganarles madriguera
867737338989998080,lopezobrador_,"nuevo llamado los dirigentes del PRD, Movimiento Ciudadano. Son tiempos definición"
867931979496521730,lopezobrador_,"hijo Yunes presidente municipal Boca del Río, otro candidato del PAN-PRD por Veracruz: NEPOTISMO. Jarochos dejen chorear."
868126762257002496,lopezobrador_,"temporada zopilotes. EPN, Chong, Yunes, otros socios voceros prensa inmunda, están alborotados con guerra sucia. ganamos"
868132142563209218,lopezobrador_,Fiscalía Veracruz dice que pudo ser una autoagresión del huevo ayer Reforma publica. ¿Era nota cochupo con Yunes?
868301806119636992,lopezobrador_,Celebro decisión del afianzar triunfo maestra Delfina Gómez como gobernadora del Edomex
868663974044114949,lopezobrador_,"Terminamos gira Veracruz. Mañana vamos Neza enfrentar EPN, Del Mazo OHL"
868917559873196033,lopezobrador_,"Cerramos campaña con maestra Delfina Neza. Además del llamado defender voto, hizo compromiso acabar con corrupción."
868926499080089600,lopezobrador_,RITMO nuevo para Estado México
868935402740224000,lopezobrador_,Construir futuro los jóvenes
868943763980378112,lopezobrador_,nuevo campo mexiquense
868951701264445442,lopezobrador_,Apoyo para personas con capacidades diferentes
868977671987974144,lopezobrador_,Pensión para adultos mayores
869017448128798721,lopezobrador_,"Cerramos campaña Nayarit con Dr. Miguel Ángel Navarro. Soy Puma, pero felicito Chivas, porque demostraron que puede"
869289040390090753,lopezobrador_,"quieren dejar robar, tienen llenadera. Sin embargo, les vamos ganar Edomex"
869709505684164608,lopezobrador_,zopilotada sigue asustada por eso guerra sucia. Miren por qué difaman gritan como desesperados sus voceros
870067219387924481,lopezobrador_,"llegó esta información sobre operativo EPN, desde Los Pinos, para tratar imponer Del Mazo Edomex"
870328694807461888,lopezobrador_,"puedo, por veda electoral, contestarle EPN, Reforma, Televisa, OHL, Yunes, etc. pasen. las apunto lunes nos vemos."
871544381852966912,lopezobrador_,Primer informe sobre elección Estado México
871564931476234240,lopezobrador_,Segundo informe sobre elección Estado México
871584995172786176,lopezobrador_,Tercer informe sobre elección Estado México
871762590212407298,lopezobrador_,Seguimos informando sobre las elecciones ayer
871913644518277120,lopezobrador_,MORENA fue partido que más creció las elecciones ayer. Con votos libres comprados les ganamos Edomex
872626659500937216,lopezobrador_,"Una muestra, que obviamente incluye todo, que significa fraude Estado"
873000441369571329,lopezobrador_,"Además manipulación del PREP falsificación resultados, violó Constitución.No hubo elecciones libres auténticas Edomex"
873248466289537026,lopezobrador_,importante que conozcas nuestra postura relación las elecciones del Estado México
873669921292636161,lopezobrador_,Tamaulipas Veracruz está quedando claro que son mismo Cabeza Vaca Yunes que los gobernadores anteriores del PRI.
874055681824890880,lopezobrador_,Les comparto discurso propuesta que presenté ante Congreso MORENA
874425170550640640,lopezobrador_,Hoy nos reunimos para revisar los avances elaboración del plan desarrollo 2018-2024.
874771103578677248,lopezobrador_,Presentamos recursos impugnación con pruebas fehacientes que ganó Maestra Delfina Gómez Álvarez
875146704567361536,lopezobrador_,"EPN calla ante Trump, nosotros decidimos enfrentar xenofobia defender los migrantes."
875837169671131136,lopezobrador_,"Por falta mantenimiento explotó refinería.El mérito del dir. PEMEX: ser concuño Salinas, huachicolero mayor"
876266214854504448,lopezobrador_,"éxito alianza MORENA con militantes del PRI, PAN, PRD, PT. Hoy firmamos acuerdos unidad Colima Jalisco."
876585920757190656,lopezobrador_,Celebramos Día del Padre Chihuahua. firmó Acuerdo Unidad hablamos nuestros planes para transformar México desde
876988631491018752,lopezobrador_,noviembre estará terminado Proyecto Nación 2018-2024. Hoy nos reunimos con equipo que trabaja propuesta desarrollo social.
877286582616604672,lopezobrador_,"encuesta Reforma hoy, gente opina que hubo fraude las pasadas elecciones, que MORENA ganó que PRI perderá 2018."
877699648957239297,lopezobrador_,Los consejeros del INE tienen una pizca compromiso con democracia
878011810556723200,lopezobrador_,"CISEN, Segob, una oficina espionaje. Ellos son los responsables las intervenciones telefónicas"
878370915259564032,lopezobrador_,"será fácil, porque han esmerado destruir Pemex, pero vamos recuperar industria petrolera nacional"
878999307193634816,lopezobrador_,siniestro Yunes Linares ofreció campaña que meses habría seguridad. venció plazo sólo ayer ejecutados Veracruz.
879476066342928384,lopezobrador_,Nos reunimos con quienes elaboran Proyecto Nación 2018-2024. Escuchamos propuestas del equipo que coordina Claudia Sheinbaum.
879857477310918656,lopezobrador_,Dirigentes del PAN PRD guardan apariencias: alían porque los domina ambición poder dinero
880241061783678977,lopezobrador_,fenómeno crecimiento MORENA. Sólo comparado con partido que llevó Madero presidencia 1911.
880562240063066112,lopezobrador_,"Perfilan candidato del PRIAN otro supuestamente opositor, pero realidad palero, PAN-PRD. Les vamos ganar"
880943506319126528,lopezobrador_,"Este nuevo mensaje que transmitiremos radio televisión, los del INE comité censura nos permiten."
881173151773736960,lopezobrador_,Lamento conflicto Jornada. diario indispensable para movimiento social democrático México. apoyo Carmen Lira.
881699552419512320,lopezobrador_,"norte estamos bien, Sureste MORENA está superrequetebien. Así quedó demostrado hoy Yucatán Quintana Roo."
882041703049424896,lopezobrador_,"Nos reunimos con grupo dirigido por Laura Esquivel dedicado Educación, Ética Cultura. Elaboran capítulo para Proyecto Nación"
883465248140922883,lopezobrador_,Hoy dimos conocer nuestra propuesta empresarios poblanos.
883839552682680321,lopezobrador_,"Hermosillo terminamos firmar, con ciudadanos independientes militantes partidos, Acuerdos Unidad las entidades del país."
884180884995190784,lopezobrador_,ejemplar ambiente unidad celebramos Consejo Nacional MORENA
884921725036539904,lopezobrador_,"los gobiernos Calderón Peña, Odebrecht entregó sobornos funcionarios del más alto nivel;siguen sin castigo"
885268468592803840,lopezobrador_,Les comparto entrevista que hizo René Delgado del periódico Reforma
885652962416115712,lopezobrador_,"triunfo MORENA garantizar derecho disentir; nadie será espiado, censurado reprimido. Habrá libertad expresión."
887100504240791553,lopezobrador_,"está librerías nuevo libro ""Oye Trump""."
888131585433841665,lopezobrador_,"entrega particulares las costas Yucatán Quintana Roo, para explotación petrolera, atentado"
888572708887306240,lopezobrador_,"Península Yucatán debe agregarse, disfrute del mar del sol, conocimiento del Mundo Maya."
889188412724453376,lopezobrador_,MORENA tiene años ser partido primera fuerza política del país. Sigamos luchando por transformación con entrega honestidad
890586124049154049,lopezobrador_,"Falleció Ida Rodríguez Prampolini, ejemplar escritora veracruzana, siempre bella simpatizante democracia. Que paz descanse."
891119884796649472,lopezobrador_,representante Nuño delegado SEP Guanajuato hijo Marta Sahagún. cabe duda que Reforma Educativa una maravilla
891389431839469568,lopezobrador_,saludo fraterno solidario con lucha maestra Delfina Gómez Álvarez. ¡Viva libertad democracia!
892063800198922240,lopezobrador_,Visitaremos dos países América del Sur con propósito informar sobre MORENA.
892506808232923136,lopezobrador_,"Mantuvimos una amistosa plática con presidenta Chile, Michelle Bachelet."
892771431293091841,lopezobrador_,Visitamos oficina que ocupó Salvador Allende Moneda. más demócrata los políticos latinoamericanos nuestro tiempo.
893185045023907840,lopezobrador_,Terminamos una larga fraterna conversación con presidente Lenín Moreno República del Ecuador.
894021431897575424,lopezobrador_,"Luego gira por Sudamérica, reiniciamos nuestros recorridos por país. Estuvimos Pinos, Loreto Ojocaliente, Zacatecas"
894201524116570112,lopezobrador_,"Reforma, apoyador del ""nuevo frente"" mafia contra nuestra. Dice que voy usar ""dedito"" elección MORENA. calumnien."
894736370844942338,lopezobrador_,Les comparto testimonios del fraude electoral Edomex. Duele que abusaron pobreza necesidad gente
894937588708118529,lopezobrador_,"Falleció nuestro gran amigo Jaime Avilés. Símbolo prensa independiente; apasionado rebelde, defensor causas justas. Adiós,hermano"
894941703932715016,lopezobrador_,Las malas noticias llegan solas. Falleció Jaime caricaturista Rius. Menos mal que van juntos dos hombres cultos independientes.
894951354376105984,lopezobrador_,"Como acordamos ayer, ahora les presento testimonios más sobre fraude Estado México"
895315877674983424,lopezobrador_,"entregó, manera ilegal, constancia mayoría Alfredo del Mazo. Todavía definitivo. Vamos impugnar"
895650092643897345,lopezobrador_,Alfonso Romo coordina grupo que trabaja Proyecto Nación 2018-2024.Se incluyen todas las visiones sobre los problemas México
896176279292002304,lopezobrador_,"van creer, pero 2018 vamos ganar país Nuevo León. Así constaté gira tres días por este estado."
896884395948167170,lopezobrador_,"Odebrecht entregó millones dólares Lozoya, los primeros meses del 2102. ¿Para campaña Peña? siendo director PEMEX."
897113076734066688,lopezobrador_,"proyecto desarrollo 2018-2024 participa gente como María Luisa Albores, experta cooperativismo, desarrollo social ambiente."
897263634744623104,lopezobrador_,"Buen encuentro Salvador con presidente amigo, Salvador Sánchez Cerén."
897998539149660160,lopezobrador_,Acabo terminar reunión con diez legisladores del PRD que han decidido unirse nuestro movimiento
898174346245668864,lopezobrador_,Cada vez son más los ciudadanos independientes que unen tarea transformar país. Contamos con apoyo Tatiana Clouthier.
898939517582929920,lopezobrador_,"Hoy como ayer, Reforma vez investigar nos calumnia. ¿Es consigna plano incompatible objetividad con conservadurismo?"
899619196132360193,lopezobrador_,Miguel Torruco nos ayuda elaboración del programa fomento turismo. Pondremos énfasis preservar ecología cultura
900055781978107904,lopezobrador_,"los mafia del poder les acabó brazo, sólo tiran saliva ""moña"". Los vamos seguir ""arreglando""."
900747433642033152,lopezobrador_,Los del Reforma parecen alumnos Goebbels quien decía: una mentira que repite muchas veces puede convertirse verdad. ética?
900753712829702144,lopezobrador_,"partir del primero diciembre del año próximo, habrá una nueva política laboral basada creación empleos mejores salarios."
901523816433823744,lopezobrador_,Por ahora apagaron asunto los moches Odebrecht los gobiernos Calderón Peña. Pero falta poco para acabar con impunidad.
901919172480913408,lopezobrador_,"Trump está cayendo acude nuevo propaganda neofascista. Lincoln decía pueblo puede engañar una vez, pero toda vida"
902221025198436353,lopezobrador_,"Por decisión soberana correrán las aduanas kms hacia nuestro territorio, largo los 3,180 kms frontera entre México E.U"
902544882778206208,lopezobrador_,"Reforma trae campaña contra MORENA. Nos acusan opacidad, creen que somos como sus amigos mafia. Prensa fifí, alquilada deshonesta"
903288202793861120,lopezobrador_,"doctor Jorge Alcocer, premio nacional ciencias, coordina grupo que elabora plan salud del proyecto nación 2018-2024."
903338216488443904,lopezobrador_,"EPN,al decir que ganamos México sería como Venezuela,nos calumnia.Pero coincido que ""su proyecto futuro muy distinto nuestro"""
903812459336679424,lopezobrador_,"Faltan meses para elección presidencial. Por nosotros quedará, será pueblo que defina destino. Estamos gira Sonora."
904105047079964675,lopezobrador_,"Tras días norte, vamos regreso. Mañana las hrs. estaremos Monumento Revolución firma del Acuerdo Unidad"
904514601454317568,lopezobrador_,"Estuvimos Monumento Revolución, Ciudad México, firma del Acuerdo Unidad."
904724907929604096,lopezobrador_,"timbre orgullo contar con apoyo Elena Poniatowska, espléndida escritora encarnación del amor."
905136922913161216,lopezobrador_,"Apuesto que los legisladores MORENA, que fueron los únicos que votaron contra gasolinazo, ahora rechazarán Fiscal EPN Calderón"
905449832239726594,lopezobrador_,"Estuvimos Parlamento del Reino Unido, invitados por Jeremy Corbyn, dirigente del Partido Laborista."
905779902355517444,lopezobrador_,"Nos reunimos con Len McCluskey, secretario general del sindicato Unite. También dialogamos con diplomáticos mexicanos radicados Londres"
906161542500143104,lopezobrador_,"Estuvimos Universidad Cantabria compañía del rector Angel Pazos del presidente comunidad autónoma, Miguel Ángel Revilla."
906161629150277633,lopezobrador_,"iniciar actividades España, universitarios pidieron minuto silencio por víctimas del terremoto que afectó México. Estoy pendiente"
906594062052052994,lopezobrador_,"dejo lamentar sucedido Chiapas,Oaxaca Tabasco. Terminamos recorrido por Cantabria,donde han expresado solidaridad con víctimas"
906594218377928704,lopezobrador_,"Ante empresarios medios comunicación Santander, presentamos los lineamientos básicos nación para 2018-2024 que propone MORENA"
907408722107949056,lopezobrador_,"Nueva York terminé gira internacional. Todo estuvo bien, excepto pesar que llevo por sufrimiento gente causa del terremoto"
908061850004156416,lopezobrador_,"reuní con legisladores MORENA que atienden damnificados Veracruz,Oaxaca, Chiapas Tabasco. nuevo visitarán Istmo sureste"
908335171786723329,lopezobrador_,Propondré Consejo Nacional MORENA destinar 20% del gasto campaña 2018 para los damnificados del Istmo del sureste del país.
908852818571907072,lopezobrador_,"último acto jornada del día hoy por Los Altos Jalisco, San Juan los Lagos, dimos Grito Independencia."
909253984245882880,lopezobrador_,"Aristóteles (PRI) Alfaro (MC) ordenaron destitución del presidente del Congreso Jalisco, pero como controlan medios nadie entera."
909585024575471621,lopezobrador_,Aunque Fox calumnie oponga cambio partir diciembre del dejará recibir los millones pesos mensuales pensión.
909772269764845573,lopezobrador_,nuevo gobierno democrático detendrá sangría que significa comprar 500 mil barriles diarios gasolinas con sobreprecios hasta del 50%
909967332776251393,lopezobrador_,pésame familiares René Drucker. científico con dimensión cívica vocación democrática. Además joven fue tremendo pelotero.
910516171589296128,lopezobrador_,Por tragedia suspende gira Durango Chihuahua. Debe seguirse ayudando donde hubo derrumbes. Sábado reunión del Consejo Nacional.
910643956072906752,lopezobrador_,Periodistas intelectuales honestos formarán parte Fideicomiso que administrará fondos apoyo damnificados
911045878579838976,lopezobrador_,"sábado propondré Consejo MORENA que destine 50% del gasto campaña para 2018, apoyo damnificados"
911387807414763520,lopezobrador_,"Los del llamado ""frente opositor"" proponen que haya financiamiento público los partidos. Les tomamos palabra"
911771811754291200,lopezobrador_,Consejo Nacional MORENA aprobó por unanimidad Plan Apoyo Damnificados
912051406571491333,lopezobrador_,Aceptó padre Solalinde formar parte del Fideicomiso Apoyo Damnificados.
912468650522591232,lopezobrador_,"Ojalá puedas aportar Fideicomiso Por los demás, del Banco Afirme con número cuenta 133-121765"
913582077110403074,lopezobrador_,"Reiniciamos gira porque urge cambiar régimen, sin ello, podrá rescatar los damnificados ahora, los olvidados siempre"
914167354694750208,lopezobrador_,"Chihuahua Corral dio ancho. hay programas productivos sociales, tampoco ninguna estrategia para enfrentar violencia."
914685657397706752,lopezobrador_,"Estamos meses del julio del 18. Aunque venga boleta, pregunta implícita será ¿continuidad cambio? Hagamos historia."
915020922834214912,lopezobrador_,"antes, ahora, después, nunca opción uso fuerza. Diálogo tolerancia, autoritarismo. octubre olvida"
915398900298563585,lopezobrador_,Atenderemos las causas que originan violencia convencerá hacer propio para reducir consumo drogas ese país.
916007374648786945,lopezobrador_,"Hace bien esposa Calderón rebelarse. Está mejor posicionada que Anaya excluyen. Chong debe hacer mismo: ""lo van cepillar"""
916455297081778176,lopezobrador_,"inevitable abordar, aunque sea breve, renuncia PAN señora Margarita Zavala, esposa Calderón"
917064511491919873,lopezobrador_,"Pensando interés nacional, mejor esperar cambio gobierno para elegir los nuevos fiscales:"
917849788946591744,lopezobrador_,"Fox tiene intereses, partido. Apoyó Peña ahora está con Meade. Pero pobre,ya tendrá pensión millones mes otras canonjías"
918267075805683712,lopezobrador_,"caricatura Magú, Jornada, recordó amigo Carlos Payán dicho callejero ""no sean montoneros, vénganse diez diez"""
918637756862967808,lopezobrador_,"Han ingresado millones Fideicomiso ""Por los demás""; han entregado millones mil 388 damnificados"
918999150330392577,lopezobrador_,Voy Astros Dodgers. Con pena por mis amigos: inolvidable don Julio Scherer Jaime Bonilla (Yankees) Gonzalito (Cachorros). Suerte
919234037109088256,lopezobrador_,"Son distinguidos miembros del ""Frente Opositor"" Moreno Valle Yunes. Miren que advertimos sobre exgobernador Puebla hace años."
919764062459846656,lopezobrador_,"Hoy dije que EPN quiere Meade Salinas Nuño Anaya, los del ""Frente"" pusieron fúricos. atinamos, también ganaron los Dodgers."
920300596455813120,lopezobrador_,Les comparto entrevista con Paco Zea Imagen
921149713029537792,lopezobrador_,"Les comparto punto vista sobre Fiscal, aeropuerto Texcoco renegociación Tratado Libre Comercio"
921390749752659969,lopezobrador_,"Pasaron los Dodgers hoy los Astros pueden empatar ""arreglar"" mañana los Yanquis. cualquier manera voy Dodgers Serie Mundial."
